32.534187	-117.124257
32.534874	-117.119064
32.539578	-117.066579
32.542164	-117.030745
32.542146	-117.029564
32.542472	-117.029371
32.542635	-117.027183
32.542454	-117.026346
32.546271	-116.986241
32.549816	-116.946115
32.550141	-116.939292
32.550376	-116.938262
32.550756	-116.928005
32.557466	-116.857088
32.568281	-116.724865
32.57423	-116.654034
32.576382	-116.627512
32.576382	-116.625903
32.576328	-116.625846
32.581029	-116.570907
32.583741	-116.540523
32.583994	-116.535673
32.586833	-116.500826
32.586814	-116.499195
32.591859	-116.439092
32.595691	-116.391478
32.596053	-116.390083
32.597155	-116.375835
32.605326	-116.270757
32.605417	-116.270177
32.610333	-116.21104
32.610351	-116.209044
32.616695	-116.125832
32.617942	-116.114867
32.624051	-116.035538
32.679263	-115.292244
32.718699	-114.719925
32.713355	-114.7225
32.709167	-114.726105
32.704544	-114.730225
32.700355	-114.729881
32.67854	-114.744816
32.672616	-114.745159
32.668136	-114.747734
32.664668	-114.747906
32.659899	-114.750824
32.649638	-114.765244
32.64429	-114.763527
32.634026	-114.779148
32.6294	-114.782581
32.624774	-114.782066
32.623906	-114.786358
32.621738	-114.791164
32.624918	-114.799232
32.621738	-114.807301
32.603519	-114.807987
32.593829	-114.799919
32.58168	-114.804039
32.577485	-114.801292
32.56895	-114.812965
32.55998	-114.813137
32.559835	-114.805069
32.569239	-114.792881
32.558967	-114.791508
32.552022	-114.793568
32.546379	-114.805756
32.537841	-114.802151
32.523947	-114.81348
32.518013	-114.810047
32.514973	-114.802494
32.509762	-114.805927
32.508025	-114.815884
32.499773	-114.812622
32.494271	-114.813824
32.089556	-113.48877
31.334871	-111.080017
31.334871	-108.207092
31.784217	-108.209839
31.784217	-106.528931
31.770791	-106.514511
31.747438	-106.487045
31.74919	-106.471939
31.759699	-106.468506
31.765537	-106.452713
31.754445	-106.43486
31.752109	-106.418381
31.731087	-106.379929
31.714149	-106.374435
31.697208	-106.349716
31.662148	-106.33255
31.622982	-106.303024
31.56157	-106.281738
31.544601	-106.246719
31.513581	-106.237106
31.501873	-106.224747
31.480209	-106.219254
31.463225	-106.201401
31.455025	-106.175308
31.437451	-106.158142
31.424562	-106.129303
31.42339	-106.110077
31.399363	-106.082611
31.391744	-106.003647
31.36595	-105.970001
31.364777	-105.953522
31.353051	-105.945969
31.340149	-105.948029
31.313168	-105.934296
31.311995	-105.909576
31.2897	-105.893097
31.290874	-105.872498
31.203405	-105.796967
31.194595	-105.782547
31.166397	-105.772247
31.164634	-105.745468
31.139366	-105.714569
31.115267	-105.647278
31.099394	-105.639725
31.097042	-105.624619
31.080577	-105.602646
31.062934	-105.595093
31.032932	-105.579987
30.99056	-105.557327
30.965834	-105.516815
30.967601	-105.501709
30.956413	-105.494156
30.950819	-105.498962
30.925789	-105.46669
30.924905	-105.452614
30.91872	-105.453987
30.91872	-105.446777
30.908411	-105.441628
30.901341	-105.426865
30.899573	-105.414162
30.888084	-105.411758
30.891914	-105.404549
30.885137	-105.398712
30.879539	-105.403862
30.875119	-105.392532
30.858616	-105.394592
30.8539	-105.401802
30.84889	-105.394936
30.850658	-105.376396
30.849479	-105.361977
30.84211	-105.354424
30.83533	-105.352364
30.840342	-105.34481
30.834446	-105.337257
30.830908	-105.327644
30.825307	-105.330048
30.82796	-105.320435
30.81941	-105.315971
30.812923	-105.318718
30.814987	-105.310822
30.808206	-105.307388
30.823538	-105.300522
30.826191	-105.291939
30.817051	-105.287819
30.807321	-105.275459
30.807911	-105.266876
30.794935	-105.256577
30.802898	-105.229111
30.804962	-105.216408
30.797	-105.210228
30.787857	-105.219154
30.781958	-105.211945
30.791396	-105.196152
30.767799	-105.175552
30.779008	-105.166626
30.769274	-105.15667
30.752458	-105.161476
30.754228	-105.14534
30.74036	-105.111351
30.723834	-105.104485
30.705829	-105.079422
30.69963	-105.080452
30.702877	-105.068779
30.68664	-105.061913
30.679259	-105.04612
30.688116	-105.046463
30.688707	-105.038223
30.679259	-105.027237
30.685754	-105.007668
30.662722	-104.987755
30.614868	-104.975395
30.607481	-104.967499
30.610732	-104.960289
30.603344	-104.943123
30.605708	-104.93557
30.599503	-104.934883
30.604231	-104.9263
30.585613	-104.917717
30.554574	-104.898491
30.546887	-104.888535
30.540086	-104.890938
30.531215	-104.881668
30.517611	-104.884071
30.5114	-104.876862
30.495426	-104.874115
30.493651	-104.866905
30.480042	-104.871368
30.464655	-104.866905
30.454001	-104.868622
30.441866	-104.867935
30.435946	-104.858322
30.427065	-104.862099
30.419368	-104.849396
30.409894	-104.855576
30.400122	-104.853516
30.390053	-104.858665
30.374356	-104.836006
30.375245	-104.816437
30.368432	-104.819527
30.366359	-104.812317
30.35362	-104.814034
30.35125	-104.82193
30.34088	-104.8106
30.33288	-104.810944
30.307096	-104.776611
30.300279	-104.761848
30.274783	-104.761505
30.274486	-104.748116
30.261736	-104.751205
30.260846	-104.734726
30.234747	-104.706917
30.209828	-104.703484
30.17867	-104.686317
30.146612	-104.688721
30.117216	-104.694214
30.109494	-104.684944
30.101475	-104.692154
30.098801	-104.685287
30.081275	-104.686661
30.063151	-104.702454
30.050671	-104.705887
30.037297	-104.696274
30.025111	-104.70314
30.012031	-104.690437
29.994786	-104.686661
29.974565	-104.692154
29.957909	-104.685287
29.925779	-104.680481
29.878755	-104.644089
29.844217	-104.617996
29.831709	-104.618683
29.787025	-104.580231
